#광역	국회의원선거구	행정동(읍면)	더민주타깃	더민주평균	더민주적극	더민주소극	제3당(무소속)	새누리소극	새누리적극	새누리평균	새누리타깃
경기도	안양시동안구갑	부림동	 1.188 	 60.465 	 59.625 	 0.840 	 0.348 	 1.359 	 38.089 	 39.447 	 1.707 
경기도	안양시동안구갑		 1.668 	 53.990 	 52.675 	 1.315 	 0.353 	 1.309 	 44.612 	 45.921 	 1.663 
경기도	안양시동안구을	갈산동	 6.907 	 41.962 	 36.597 	 5.366 	 1.542 	 2.820 	 54.447 	 57.267 	 4.362 
경기도	안양시동안구을	신촌동	 6.789 	 49.476 	 44.727 	 4.750 	 2.039 	 2.127 	 47.377 	 49.504 	 4.166 
경기도	안양시동안구을	범계동	 6.592 	 46.512 	 41.921 	 4.591 	 2.001 	 1.956 	 50.532 	 52.487 	 3.956 
경기도	안양시동안구을	평안동	 6.278 	 55.252 	 50.784 	 4.468 	 1.810 	 1.595 	 42.248 	 43.843 	 3.405 
경기도	안양시동안구을	호계3동	 6.086 	 48.676 	 44.137 	 4.539 	 1.547 	 1.799 	 48.752 	 50.551 	 3.346 
경기도	안양시동안구을	평촌동	 5.848 	 53.249 	 49.068 	 4.180 	 1.667 	 0.881 	 45.037 	 45.918 	 2.548 
경기도	안양시동안구을	귀인동	 5.538 	 45.417 	 41.969 	 3.447 	 2.091 	 3.300 	 50.238 	 53.538 	 5.391 
경기도	안양시동안구을	호계2동	 5.458 	 50.833 	 47.259 	 3.574 	 1.884 	 1.051 	 47.174 	 48.224 	 2.935 
경기도	안양시동안구을	호계1동	 3.890 	 49.503 	 47.078 	 2.425 	 1.465 	 2.189 	 47.576 	 49.765 	 3.654 
경기도	안양시동안구을		 5.932 	 48.987 	 44.838 	 4.149 	 1.783 	 1.969 	 48.153 	 50.122 	 3.751 
경기도	부천시원미구갑	원미2동	 15.704 	 48.611 	 42.296 	 6.315 	 9.389 	 7.386 	 39.308 	 46.695 	 16.776 
경기도	부천시원미구갑	심곡1동	 12.637 	 51.259 	 47.114 	 4.145 	 8.493 	 8.174 	 36.321 	 44.495 	 16.667 
경기도	부천시원미구갑	원미1동	 8.125 	 50.854 	 48.128 	 2.726 	 5.399 	 5.055 	 41.392 	 46.447 	 10.454 
경기도	부천시원미구갑	춘의동	 7.521 	 49.996 	 47.824 	 2.172 	 5.349 	 5.542 	 41.788 	 47.330 	 10.891 
경기도	부천시원미구갑	심곡3동	 6.955 	 51.431 	 49.569 	 1.862 	 5.094 	 5.417 	 40.605 	 46.022 	 10.511 
경기도	부천시원미구갑	소사동	 6.769 	 51.293 	 48.779 	 2.514 	 4.255 	 3.575 	 43.005 	 46.580 	 7.830 
경기도	부천시원미구갑	역곡1동	 6.400 	 54.404 	 50.880 	 3.524 	 2.876 	 0.462 	 43.696 	 44.158 	 3.338 
경기도	부천시원미구갑	심곡2동	 5.983 	 54.285 	 52.943 	 1.342 	 4.642 	 5.290 	 38.105 	 43.394 	 9.932 
경기도	부천시원미구갑	도당동	 5.966 	 51.739 	 50.028 	 1.711 	 4.255 	 4.342 	 41.791 	 46.134 	 8.598 
경기도	부천시원미구갑	역곡2동	 5.119 	 56.442 	 54.295 	 2.147 	 2.972 	 1.992 	 40.081 	 42.072 	 4.964 
경기도	부천시원미구갑		 8.118 	 52.031 	 49.186 	 2.846 	 5.272 	 4.723 	 40.609 	 45.333 	 9.996 
경기도	부천시원미구을	약대동	 3.884 	 54.825 	 51.280 	 3.545 	 0.339 	 2.792 	 42.298 	 45.090 	 3.132 
경기도	부천시원미구을	중2동	 3.522 	 48.212 	 44.955 	 3.257 	 0.265 	 2.320 	 49.402 	 51.722 	 2.585 
경기도	부천시원미구을	상3동	 3.495 	 52.152 	 48.941 	 3.211 	 0.284 	 1.548 	 46.229 	 47.777 	 1.832 
경기도	부천시원미구을	상동	 3.299 	 50.025 	 47.173 	 2.852 	 0.447 	 2.635 	 47.228 	 49.863 	 3.082 
경기도	부천시원미구을	중1동	 3.291 	 56.021 	 53.086 	 2.935 	 0.357 	 2.829 	 41.061 	 43.890 	 3.186 
경기도	부천시원미구을	중3동	 2.341 	 54.144 	 52.146 	 1.998 	 0.343 	 3.171 	 42.600 	 45.771 	 3.514 
경기도	부천시원미구을	중4동	 2.306 	 55.604 	 53.635 	 1.970 	 0.337 	 2.579 	 41.733 	 44.311 	 2.915 
경기도	부천시원미구을	중동	 1.996 	 52.803 	 51.119 	 1.685 	 0.311 	 1.582 	 45.537 	 47.119 	 1.893 
경기도	부천시원미구을	상2동	 1.865 	 57.610 	 56.026 	 1.584 	 0.281 	 1.896 	 40.424 	 42.320 	 2.177 
경기도	부천시원미구을	상1동	 1.473 	 60.207 	 59.002 	 1.205 	 0.268 	 1.700 	 38.026 	 39.726 	 1.968 
경기도	부천시원미구을		 2.747 	 54.160 	 51.736 	 2.424 	 0.323 	 2.305 	 43.454 	 45.759 	 2.628 
경기도	부천시소사구	괴안동	 9.024 	 50.216 	 43.313 	 6.903 	 2.120 	 3.492 	 45.232 	 48.724 	 5.612 
경기도	부천시소사구	소사본3동	 8.462 	 51.086 	 44.478 	 6.608 	 1.854 	 4.229 	 43.758 	 47.987 	 6.083 
경기도	부천시소사구	소사본동	 8.158 	 48.622 	 42.433 	 6.189 	 1.969 	 5.697 	 44.696 	 50.393 	 7.666 
경기도	부천시소사구	역곡3동	 8.059 	 52.393 	 46.281 	 6.112 	 1.947 	 3.592 	 43.041 	 46.634 	 5.539 
경기도	부천시소사구	범박동	 6.389 	 50.047 	 45.275 	 4.772 	 1.617 	 2.623 	 46.522 	 49.145 	 4.240 
경기도	부천시소사구	심곡본1동	 5.831 	 50.934 	 47.084 	 3.850 	 1.981 	 5.035 	 43.041 	 48.076 	 7.016 
경기도	부천시소사구	심곡본동	 5.366 	 48.733 	 45.348 	 3.386 	 1.980 	 4.469 	 45.808 	 50.277 	 6.449 
경기도	부천시소사구	송내1동	 5.096 	 53.218 	 49.898 	 3.320 	 1.776 	 3.249 	 42.646 	 45.894 	 5.025 
경기도	부천시소사구	송내2동	 4.126 	 52.568 	 51.004 	 1.564 	 2.562 	 4.135 	 42.016 	 46.151 	 6.697 
경기도	부천시소사구		 6.723 	 50.868 	 46.124 	 4.745 	 1.978 	 4.058 	 44.084 	 48.142 	 6.036 
경기도	부천시오정구	고강본동	 9.533 	 53.588 	 51.828 	 1.760 	 7.772 	 9.622 	 32.903 	 42.526 	 17.395 
경기도	부천시오정구	오정동	 8.845 	 50.666 	 49.047 	 1.619 	 7.226 	 8.927 	 36.794 	 45.721 	 16.153 
경기도	부천시오정구	성곡동	 8.193 	 54.329 	 53.934 	 0.395 	 7.798 	 12.164 	 29.608 	 41.772 	 19.962 
경기도	부천시오정구	원종2동	 7.595 	 54.968 	 53.896 	 1.072 	 6.523 	 11.143 	 30.628 	 41.770 	 17.666 
경기도	부천시오정구	고강1동	 7.271 	 53.524 	 53.087 	 0.437 	 6.834 	 9.574 	 33.485 	 43.059 	 16.408 
경기도	부천시오정구	원종1동	 6.857 	 52.032 	 51.122 	 0.910 	 5.947 	 9.814 	 35.181 	 44.994 	 15.761 
경기도	부천시오정구	신흥동	 6.580 	 52.204 	 51.133 	 1.071 	 5.509 	 10.550 	 34.491 	 45.041 	 16.059 
경기도	부천시오정구		 7.839 	 53.045 	 52.007 	 1.038 	 6.801 	 10.256 	 33.298 	 43.555 	 17.058 
경기도	광명시갑	광명2동	 9.028 	 51.788 	 48.009 	 3.779 	 5.249 	 3.713 	 41.874 	 45.588 	 8.962 
경기도	광명시갑	광명3동	 8.631 	 53.567 	 49.616 	 3.951 	 4.680 	 2.893 	 41.200 	 44.093 	 7.572 
경기도	광명시갑	광명5동	 8.142 	 53.573 	 50.029 	 3.544 	 4.599 	 3.013 	 41.114 	 44.128 	 7.612 
경기도	광명시갑	광명4동	 8.007 	 52.259 	 48.843 	 3.416 	 4.591 	 3.088 	 42.357 	 45.446 	 7.679 
경기도	광명시갑	철산2동	 7.188 	 54.686 	 51.778 	 2.907 	 4.281 	 3.237 	 39.937 	 43.174 	 7.518 
경기도	광명시갑	철산1동	 6.945 	 56.007 	 53.320 	 2.687 	 4.258 	 3.417 	 38.447 	 41.863 	 7.675 
경기도	광명시갑	광명7동	 6.408 	 53.089 	 50.786 	 2.303 	 4.105 	 3.517 	 41.341 	 44.858 	 7.622 
경기도	광명시갑	광명1동	 6.258 	 52.604 	 50.595 	 2.010 	 4.249 	 3.982 	 41.289 	 45.271 	 8.231 
경기도	광명시갑	광명6동	 6.096 	 51.836 	 49.708 	 2.128 	 3.968 	 3.614 	 42.565 	 46.180 	 7.582 
경기도	광명시갑	철산4동	 5.572 	 59.602 	 57.873 	 1.730 	 3.842 	 3.695 	 34.781 	 38.477 	 7.538 
경기도	광명시갑		 7.228 	 53.901 	 51.056 	 2.845 	 4.382 	 3.417 	 40.491 	 43.908 	 7.799 
경기도	광명시을	학온동	 11.361 	 30.412 	 26.149 	 4.262 	 7.099 	 5.828 	 60.211 	 66.039 	 12.927 
경기도	광명시을	소하1동	 8.042 	 56.041 	 50.046 	 5.994 	 2.048 	 2.142 	 40.793 	 42.935 	 4.191 
경기도	광명시을	철산3동	 6.538 	 51.988 	 47.124 	 4.864 	 1.675 	 1.783 	 45.392 	 47.175 	 3.457 
경기도	광명시을	소하2동	 6.310 	 52.853 	 48.572 	 4.281 	 2.029 	 1.369 	 44.764 	 46.132 	 3.398 
경기도	광명시을	하안3동	 6.200 	 55.817 	 51.624 	 4.193 	 2.007 	 0.948 	 42.231 	 43.179 	 2.956 
경기도	광명시을	하안1동	 5.730 	 55.646 	 51.756 	 3.890 	 1.840 	 0.919 	 42.515 	 43.434 	 2.759 
경기도	광명시을	하안2동	 5.694 	 61.189 	 57.135 	 4.054 	 1.640 	 1.244 	 36.747 	 37.991 	 2.884 
경기도	광명시을	하안4동	 5.539 	 60.100 	 56.418 	 3.682 	 1.857 	 1.116 	 37.855 	 38.971 	 2.974 
경기도	광명시을		 6.927 	 53.006 	 48.603 	 4.403 	 2.524 	 1.919 	 43.813 	 45.732 	 4.443 
경기도	평택시갑	중앙동	 8.728 	 43.984 	 37.180 	 6.804 	 1.924 	 1.763 	 53.291 	 55.054 	 3.687 
경기도	평택시갑	지산동	 8.719 	 41.941 	 35.180 	 6.762 	 1.957 	 3.381 	 53.699 	 57.080 	 5.339 
경기도	평택시갑	송탄동	 8.101 	 41.632 	 35.239 	 6.393 	 1.708 	 3.380 	 54.135 	 57.514 	 5.088 
경기도	평택시갑	송북동	 7.879 	 41.345 	 35.324 	 6.021 	 1.858 	 2.904 	 54.822 	 57.726 	 4.762 
경기도	평택시갑	서정동	 6.831 	 41.688 	 36.810 	 4.878 	 1.953 	 2.314 	 55.021 	 57.335 	 4.267 
경기도	평택시갑	세교동	 6.581 	 43.388 	 38.937 	 4.451 	 2.131 	 1.725 	 53.822 	 55.547 	 3.856 
경기도	평택시갑	신장1동	 5.504 	 33.328 	 29.757 	 3.571 	 1.933 	 0.737 	 64.968 	 65.705 	 2.670 
경기도	평택시갑	서탄면	 4.440 	 32.892 	 31.043 	 1.849 	 2.591 	 3.530 	 62.282 	 65.812 	 6.121 
경기도	평택시갑	신장2동	 3.724 	 30.273 	 28.296 	 1.977 	 1.747 	 1.198 	 67.655 	 68.853 	 2.946 
경기도	평택시갑	진위면	 3.653 	 42.628 	 40.441 	 2.186 	 1.466 	 2.834 	 53.805 	 56.639 	 4.300 
경기도	평택시갑	통복동	 3.134 	 36.122 	 34.818 	 1.304 	 1.830 	 1.121 	 61.842 	 62.963 	 2.951 
경기도	평택시갑		 6.118 	 39.020 	 34.820 	 4.200 	 1.918 	 2.262 	 57.758 	 60.021 	 4.180 
경기도	평택시을	청북면	 13.741 	 45.103 	 35.011 	 10.092 	 3.649 	 9.890 	 43.182 	 53.072 	 13.539 
경기도	평택시을	비전1동	 12.286 	 40.119 	 36.784 	 3.335 	 8.952 	 9.676 	 45.729 	 55.406 	 18.628 
경기도	평택시을	비전2동	 11.096 	 43.403 	 41.000 	 2.402 	 8.694 	 10.312 	 41.938 	 52.250 	 19.006 
경기도	평택시을	신평동	 10.259 	 39.693 	 37.722 	 1.971 	 8.287 	 10.137 	 46.026 	 56.163 	 18.424 
경기도	평택시을	원평동	 8.604 	 43.071 	 41.711 	 1.360 	 7.244 	 10.480 	 42.827 	 53.307 	 17.724 
경기도	평택시을	현덕면	 7.340 	 32.385 	 27.837 	 4.548 	 2.792 	 10.441 	 55.779 	 66.219 	 13.232 
경기도	평택시을	팽성읍	 7.307 	 36.283 	 34.764 	 1.519 	 5.788 	 8.555 	 52.269 	 60.823 	 14.342 
경기도	평택시을	고덕면	 6.590 	 40.718 	 39.063 	 1.656 	 4.934 	 8.508 	 48.307 	 56.815 	 13.442 
경기도	평택시을	오성면	 5.837 	 33.347 	 31.622 	 1.725 	 4.112 	 8.568 	 56.029 	 64.597 	 12.680 
경기도	평택시을	포승읍	 5.620 	 44.649 	 42.930 	 1.719 	 3.900 	 8.095 	 45.306 	 53.401 	 11.995 
경기도	평택시을	안중읍	 5.598 	 51.654 	 49.923 	 1.731 	 3.867 	 7.807 	 38.606 	 46.413 	 11.673 
경기도	평택시을		 8.571 	 40.948 	 38.033 	 2.914 	 5.656 	 9.315 	 46.909 	 56.224 	 14.972 
경기도	양주시	광적면	 6.786 	 37.971 	 32.403 	 5.568 	 1.217 	 10.722 	 50.698 	 61.420 	 11.939 
경기도	양주시	화천1동	 5.764 	 41.698 	 37.415 	 4.283 	 1.481 	 12.465 	 45.096 	 57.561 	 13.946 
경기도	양주시	은현면	 5.633 	 35.544 	 31.038 	 4.506 	 1.127 	 12.989 	 50.903 	 63.892 	 14.116 
경기도	양주시	화천4동	 5.621 	 42.402 	 38.135 	 4.267 	 1.354 	 11.118 	 45.803 	 56.921 	 12.471 
경기도	양주시	백석읍	 5.227 	 41.389 	 37.308 	 4.082 	 1.145 	 8.310 	 49.729 	 58.038 	 9.454 
경기도	양주시	양주2동	 5.110 	 51.588 	 47.990 	 3.599 	 1.512 	 7.335 	 40.321 	 47.656 	 8.846 
경기도	양주시	양주1동	 5.080 	 39.088 	 35.164 	 3.924 	 1.156 	 8.213 	 52.121 	 60.334 	 9.369 
경기도	양주시	남면	 5.016 	 34.220 	 30.244 	 3.976 	 1.040 	 12.980 	 52.280 	 65.260 	 14.020 
경기도	양주시	화천3동	 4.910 	 50.241 	 46.390 	 3.850 	 1.060 	 9.294 	 39.935 	 49.230 	 10.354 
경기도	양주시	장흥면	 4.639 	 36.711 	 33.012 	 3.699 	 0.941 	 7.688 	 55.130 	 62.819 	 8.629 
경기도	양주시	화천2동	 4.497 	 49.835 	 46.528 	 3.307 	 1.189 	 10.234 	 39.336 	 49.570 	 11.423 
경기도	양주시		 5.298 	 41.881 	 37.784 	 4.096 	 1.202 	 10.122 	 47.396 	 57.518 	 11.324 
경기도	동두천시연천군(동두천시)	장남면	 10.303 	 25.534 	 20.588 	 4.946 	 5.357 	 7.407 	 64.380 	 71.787 	 12.764 
경기도	동두천시연천군(동두천시)	연천읍	 8.359 	 35.266 	 32.497 	 2.769 	 5.590 	 8.061 	 53.878 	 61.939 	 13.651 
경기도	동두천시연천군(동두천시)	중면	 8.239 	 37.732 	 34.586 	 3.146 	 5.093 	 9.722 	 50.000 	 59.722 	 14.814 
경기도	동두천시연천군(동두천시)	백학면	 7.608 	 30.279 	 26.512 	 3.767 	 3.841 	 7.964 	 59.837 	 67.800 	 11.804 
경기도	동두천시연천군(동두천시)	전곡읍	 7.530 	 35.806 	 34.499 	 1.307 	 6.223 	 7.540 	 53.543 	 61.083 	 13.763 
경기도	동두천시연천군(동두천시)	왕징면	 7.018 	 36.774 	 33.333 	 3.441 	 3.577 	 7.706 	 53.731 	 61.437 	 11.283 
경기도	동두천시연천군(동두천시)	소요동	 6.911 	 36.524 	 30.987 	 5.537 	 1.374 	 11.571 	 51.218 	 62.789 	 12.945 
경기도	동두천시연천군(동두천시)	송내동	 6.822 	 48.216 	 42.414 	 5.802 	 1.020 	 12.090 	 39.184 	 51.274 	 13.109 
경기도	동두천시연천군(연천군)	군남면	 6.529 	 30.197 	 29.193 	 1.004 	 5.525 	 8.367 	 58.674 	 67.041 	 13.891 
경기도	동두천시연천군(연천군)	보산동	 6.355 	 39.452 	 33.969 	 5.484 	 0.871 	 13.938 	 46.175 	 60.112 	 14.809 
경기도	동두천시연천군(연천군)	미산면	 5.847 	 31.319 	 29.939 	 1.379 	 4.467 	 8.313 	 58.134 	 66.448 	 12.781 
경기도	동두천시연천군(연천군)	상패동	 5.811 	 39.809 	 34.928 	 4.882 	 0.929 	 14.350 	 45.376 	 59.726 	 15.279 
경기도	동두천시연천군(연천군)	불현동	 5.598 	 44.081 	 39.451 	 4.629 	 0.969 	 13.065 	 42.370 	 55.435 	 14.034 
경기도	동두천시연천군(연천군)	생연2동	 5.522 	 43.925 	 39.485 	 4.440 	 1.081 	 11.998 	 43.536 	 55.534 	 13.079 
경기도	동두천시연천군(연천군)	중앙동	 5.303 	 36.754 	 32.390 	 4.364 	 0.939 	 12.313 	 50.464 	 62.777 	 13.252 
경기도	동두천시연천군(연천군)	청산면	 5.219 	 28.160 	 26.968 	 1.192 	 4.027 	 5.247 	 64.579 	 69.827 	 9.274 
경기도	동두천시연천군(연천군)	생연1동	 5.091 	 39.715 	 35.574 	 4.141 	 0.950 	 12.175 	 47.634 	 59.810 	 13.126 
경기도	동두천시연천군(연천군)	신서면	 5.083 	 33.516 	 31.920 	 1.596 	 3.487 	 5.812 	 58.929 	 64.741 	 9.299 
경기도	동두천시연천군		 6.619 	 36.281 	 32.735 	 3.546 	 3.073 	 9.869 	 52.313 	 62.182 	 12.942 
경기도	안산시상록구갑	사3동	 4.825 	 51.098 	 46.486 	 4.612 	 0.213 	 7.563 	 41.286 	 48.849 	 7.775 
경기도	안산시상록구갑	사2동	 3.597 	 55.012 	 51.757 	 3.255 	 0.342 	 7.282 	 37.621 	 44.903 	 7.624 
경기도	안산시상록구갑	본오1동	 3.108 	 56.204 	 53.491 	 2.713 	 0.395 	 5.780 	 37.917 	 43.697 	 6.175 
경기도	안산시상록구갑	사1동	 3.044 	 58.532 	 55.787 	 2.745 	 0.300 	 6.248 	 35.145 	 41.393 	 6.548 
경기도	안산시상록구갑	반월동	 2.780 	 52.761 	 50.308 	 2.452 	 0.328 	 5.480 	 41.677 	 47.157 	 5.808 
경기도	안산시상록구갑	본오2동	 2.498 	 55.201 	 53.003 	 2.198 	 0.300 	 5.418 	 39.306 	 44.724 	 5.718 
경기도	안산시상록구갑	본오3동	 2.289 	 55.937 	 53.952 	 1.985 	 0.304 	 5.171 	 38.816 	 43.987 	 5.474 
경기도	안산시상록구갑		 3.163 	 54.964 	 52.112 	 2.852 	 0.312 	 6.135 	 38.824 	 44.959 	 6.446 
경기도	안산시상록구을	성포동	 3.157 	 53.153 	 50.306 	 2.848 	 0.310 	 5.094 	 41.675 	 46.769 	 5.404 
경기도	안산시상록구을	부곡동	 3.037 	 54.977 	 52.299 	 2.679 	 0.358 	 5.540 	 39.393 	 44.933 	 5.898 
경기도	안산시상록구을	안산동	 2.773 	 49.220 	 46.852 	 2.368 	 0.405 	 5.212 	 45.467 	 50.679 	 5.617 
경기도	안산시상록구을	일동	 2.529 	 56.004 	 53.745 	 2.259 	 0.270 	 5.328 	 38.600 	 43.929 	 5.599 
경기도	안산시상록구을	이동	 2.290 	 56.760 	 54.811 	 1.949 	 0.341 	 5.291 	 37.864 	 43.155 	 5.632 
경기도	안산시상록구을	월피동	 2.022 	 55.747 	 54.117 	 1.631 	 0.391 	 3.938 	 40.217 	 44.155 	 4.329 
경기도	안산시상록구을		 2.635 	 54.310 	 52.021 	 2.289 	 0.346 	 5.067 	 40.536 	 45.603 	 5.413 
경기도	안산시단원구갑	와동	 32.273 	 55.244 	 53.457 	 1.787 	 30.486 	 4.030 	 39.294 	 43.324 	 34.516 
경기도	안산시단원구갑	선부2동	 31.778 	 52.769 	 51.053 	 1.716 	 30.063 	 5.143 	 40.249 	 45.392 	 35.206 
경기도	안산시단원구갑	선부1동	 31.581 	 55.392 	 54.242 	 1.150 	 30.431 	 3.669 	 39.571 	 43.240 	 34.100 
경기도	안산시단원구갑	선부3동	 30.865 	 53.784 	 52.352 	 1.432 	 29.433 	 3.495 	 41.451 	 44.946 	 32.928 
경기도	안산시단원구갑	원곡2동	 29.657 	 52.236 	 51.386 	 0.850 	 28.807 	 3.679 	 42.741 	 46.420 	 32.485 
경기도	안산시단원구갑	원곡1동	 26.618 	 47.454 	 46.893 	 0.561 	 26.057 	 3.133 	 48.248 	 51.381 	 29.190 
경기도	안산시단원구갑	원곡본동	 24.953 	 50.864 	 50.274 	 0.590 	 24.363 	 1.336 	 48.335 	 49.671 	 25.698 
경기도	안산시단원구갑		 29.675 	 52.535 	 51.379 	 1.155 	 28.520 	 3.498 	 42.841 	 46.339 	 32.018 
경기도	안산시단원구을	대부동	 5.467 	 28.377 	 23.885 	 4.492 	 0.975 	 6.326 	 64.809 	 71.135 	 7.301 
경기도	안산시단원구을	고잔2동	 4.909 	 52.806 	 49.663 	 3.144 	 1.765 	 1.656 	 44.655 	 46.311 	 3.421 
경기도	안산시단원구을	초지동	 3.825 	 53.722 	 51.523 	 2.198 	 1.626 	 1.168 	 44.297 	 45.465 	 2.794 
경기도	안산시단원구을	고잔1동	 3.720 	 53.170 	 51.191 	 1.979 	 1.741 	 0.459 	 45.500 	 45.959 	 2.201 
경기도	안산시단원구을	호수동	 3.444 	 50.706 	 48.883 	 1.823 	 1.621 	 1.361 	 47.122 	 48.484 	 2.982 
경기도	안산시단원구을		 4.273 	 47.756 	 45.029 	 2.727 	 1.546 	 2.194 	 49.277 	 51.471 	 3.740 
경기도	고양시덕양구갑	주교동	 48.25 	 35.52 	 22.00 	 35.52 	 12.72 	 2.31 	 49.44 	 51.75 	 15.037 
경기도	고양시덕양구갑	원신동	 40.06 	 31.67 	 22.00 	 31.67 	 8.40 	 11.26 	 48.68 	 59.94 	 19.654 
경기도	고양시덕양구갑	흥도동	 38.18 	 29.43 	 22.00 	 29.43 	 8.76 	 14.24 	 47.58 	 61.82 	 22.996 
경기도	고양시덕양구갑	성사1동	 51.39 	 38.11 	 22.00 	 38.11 	 13.28 	 1.43 	 47.18 	 48.61 	 14.708 
경기도	고양시덕양구갑	성사2동	 50.20 	 36.75 	 22.00 	 36.75 	 13.44 	 3.23 	 46.57 	 49.80 	 16.673 
경기도	고양시덕양구갑	고양동	 47.95 	 36.01 	 22.00 	 36.01 	 11.94 	 1.08 	 50.98 	 52.05 	 13.016 
경기도	고양시덕양구갑	관산동	 43.83 	 32.63 	 22.00 	 32.63 	 11.20 	 0.56 	 55.61 	 56.17 	 11.762 
경기도	고양시덕양구갑	화정1동	 49.91 	 36.96 	 22.00 	 36.96 	 12.94 	 1.47 	 48.62 	 50.09 	 14.417 
경기도	고양시덕양구갑	화정2동	 57.40 	 42.67 	 22.00 	 42.67 	 14.73 	 1.19 	 41.41 	 42.60 	 15.915 
경기도	고양시덕양구갑		 47.46 	 35.53 	 22.00 	 35.53 	 11.93 	 4.09 	 48.45 	 52.54 	 16.020 
경기도	고양시덕양구을	창릉동	 9.400 	 39.262 	 31.042 	 8.221 	 1.179 	 9.253 	 50.895 	 60.148 	 10.432 
경기도	고양시덕양구을	효자동	 5.263 	 35.536 	 32.139 	 3.397 	 1.867 	 3.972 	 59.559 	 63.531 	 5.838 
경기도	고양시덕양구을	행신2동	 5.171 	 53.430 	 50.101 	 3.329 	 1.842 	 0.935 	 44.713 	 45.649 	 2.778 
경기도	고양시덕양구을	행신1동	 4.096 	 52.781 	 50.520 	 2.261 	 1.835 	 0.631 	 45.671 	 46.301 	 2.466 
경기도	고양시덕양구을	행신3동	 3.964 	 54.327 	 52.146 	 2.180 	 1.784 	 0.325 	 44.457 	 44.782 	 2.109 
경기도	고양시덕양구을	신도동	 3.687 	 39.453 	 37.759 	 1.694 	 1.994 	 1.896 	 57.654 	 59.551 	 3.890 
경기도	고양시덕양구을	화전동	 3.448 	 40.437 	 38.685 	 1.752 	 1.696 	 1.969 	 56.747 	 58.715 	 3.665 
경기도	고양시덕양구을	능곡동	 3.318 	 47.068 	 45.937 	 1.131 	 2.187 	 1.826 	 50.012 	 51.838 	 4.013 
경기도	고양시덕양구을	대덕동	 3.273 	 38.152 	 36.134 	 2.019 	 1.254 	 1.938 	 59.283 	 61.221 	 3.192 
경기도	고양시덕양구을	행주동	 2.715 	 48.456 	 47.781 	 0.674 	 2.041 	 2.017 	 48.507 	 50.524 	 4.058 
경기도	고양시덕양구을		 4.434 	 44.890 	 42.224 	 2.666 	 1.768 	 2.476 	 51.750 	 54.226 	 4.244 
경기도	고양시일산동구	식사동	 7.803 	 46.968 	 40.139 	 6.829 	 0.975 	 6.758 	 45.787 	 52.545 	 7.732 
경기도	고양시일산동구	마두2동	 5.417 	 45.274 	 41.369 	 3.905 	 1.512 	 3.044 	 50.925 	 53.970 	 4.556 
경기도	고양시일산동구	마두1동	 5.404 	 49.130 	 45.304 	 3.826 	 1.578 	 2.422 	 47.659 	 50.081 	 4.001 
경기도	고양시일산동구	장항2동	 3.303 	 52.534 	 50.413 	 2.120 	 1.183 	 1.551 	 45.324 	 46.875 	 2.734 
경기도	고양시일산동구	정발산동	 3.272 	 51.741 	 49.730 	 2.011 	 1.261 	 2.128 	 45.500 	 47.628 	 3.390 
경기도	고양시일산동구	풍산동	 3.220 	 53.330 	 51.293 	 2.037 	 1.183 	 2.896 	 43.182 	 46.078 	 4.079 
경기도	고양시일산동구	백석1동	 3.178 	 54.845 	 53.008 	 1.836 	 1.341 	 2.255 	 42.230 	 44.485 	 3.597 
경기도	고양시일산동구	고봉동	 3.122 	 40.161 	 38.256 	 1.905 	 1.217 	 4.322 	 54.909 	 59.230 	 5.538 
경기도	고양시일산동구	중산동	 2.951 	 50.992 	 49.329 	 1.663 	 1.288 	 3.341 	 45.023 	 48.364 	 4.629 
경기도	고양시일산동구	백석2동	 2.389 	 54.531 	 53.561 	 0.971 	 1.418 	 0.951 	 43.809 	 44.760 	 2.369 
경기도	고양시일산동구	장항1동	 2.341 	 34.155 	 32.566 	 1.589 	 0.752 	 2.439 	 63.029 	 65.469 	 3.191 
경기도	고양시일산동구		3.855	48.515	45.906	2.608	1.246	2.919	47.943	50.862	 4.165 
경기도	고양시일산서구	송포동	 6.167 	 45.035 	 41.070 	 3.965 	 2.203 	 3.146 	 50.717 	 53.864 	 5.349 
경기도	고양시일산서구	송산동	 6.109 	 47.552 	 42.881 	 4.671 	 1.439 	 3.348 	 48.381 	 51.729 	 4.787 
경기도	고양시일산서구	일산3동	 4.902 	 53.994 	 50.612 	 3.382 	 1.520 	 1.554 	 43.692 	 45.246 	 3.074 
경기도	고양시일산서구	주엽1동	 4.836 	 50.129 	 46.819 	 3.310 	 1.526 	 1.867 	 47.241 	 49.108 	 3.393 
경기도	고양시일산서구	주엽2동	 4.676 	 49.067 	 46.279 	 2.788 	 1.889 	 2.008 	 47.981 	 49.989 	 3.896 
경기도	고양시일산서구	탄현동	 4.177 	 53.510 	 50.936 	 2.573 	 1.604 	 3.077 	 42.611 	 45.688 	 4.681 
경기도	고양시일산서구	대화동	 3.949 	 51.511 	 49.325 	 2.187 	 1.762 	 2.517 	 45.090 	 47.607 	 4.280 
경기도	고양시일산서구	일산1동	 3.861 	 51.660 	 49.305 	 2.355 	 1.507 	 2.907 	 44.680 	 47.587 	 4.413 
경기도	고양시일산서구	일산2동	 3.629 	 48.221 	 46.401 	 1.820 	 1.809 	 3.375 	 47.499 	 50.875 	 5.184 
